country_name,source_desc,statisticcat_desc,sector_desc,short_desc,begin_code,Value,year,util_practice_desc,zip_5,state_fips_code,reference_period_desc,state_alpha,domain_desc,asd_desc,unit_desc,state_name,state_ansi,watershed_desc,county_name,county_ansi,domaincat_desc,class_desc,congr_district_code,county_code,CV (%),prodn_practice_desc,region_desc,country_code,week_ending,asd_code,freq_desc,load_time,end_code,location_desc,agg_level_desc,group_desc,watershed_code,commodity_desc
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,72.4,1970,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,88.1,1971,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,97,1972,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,91.3,1973,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,71.9,1974,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,77.8,1974,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,72.5,1974,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,74,1974,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,78.3,1974,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,86.4,1975,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,87.4,1975,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,87.2,1975,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,86.2,1975,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,85.1,1975,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,88,1976,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,85.7,1976,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,85.5,1976,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,82.7,1976,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,82.8,1976,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,90.8,1977,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,87.3,1977,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,91.5,1977,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,90.8,1977,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,89.7,1977,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,101,1978,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,96.1,1978,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,101.2,1978,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,100.7,1978,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,100.3,1978,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,109.5,1979,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,102.1,1979,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,109.2,1979,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,106.4,1979,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,104.6,1979,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,91,1980,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,93,1980,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,90.8,1980,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,90.8,1980,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,91.8,1980,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,108.9,1981,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,104.3,1981,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,109.2,1981,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,109,1981,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,107.1,1981,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,113.2,1982,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,113.9,1982,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,114.4,1982,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,114.2,1982,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,113.9,1982,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,81.1,1983,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,99.9,1983,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,80.5,1983,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,82.9,1983,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
