load_time,end_code,week_ending,asd_code,freq_desc,commodity_desc,watershed_code,group_desc,location_desc,agg_level_desc,county_ansi,domaincat_desc,class_desc,unit_desc,state_name,state_ansi,watershed_desc,county_name,CV (%),prodn_practice_desc,country_code,region_desc,congr_district_code,county_code,state_fips_code,Value,year,util_practice_desc,zip_5,state_alpha,domain_desc,asd_desc,reference_period_desc,source_desc,statisticcat_desc,country_name,begin_code,sector_desc,short_desc
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"WINTER, RED, HARD",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"535,160,000",1962,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, WINTER, RED, HARD - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"WINTER, RED, SOFT",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"155,599,000",1962,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, WINTER, RED, SOFT - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,ALL CLASSES,BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"1,146,821,000",1963,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"SPRING, (EXCL DURUM)",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"181,304,000",1963,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"SPRING, DURUM",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"51,427,000",1963,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"SPRING, RED, HARD",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"167,923,000",1963,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, SPRING, RED, HARD - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,WINTER,BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"914,090,000",1963,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"WINTER, RED, HARD",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"543,852,000",1963,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, WINTER, RED, HARD - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"WINTER, RED, SOFT",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"218,293,000",1963,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, WINTER, RED, SOFT - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,ALL CLASSES,BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"1,283,371,000",1964,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"SPRING, (EXCL DURUM)",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"194,238,000",1964,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"SPRING, DURUM",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"68,146,000",1964,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"SPRING, RED, HARD",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"179,819,000",1964,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, SPRING, RED, HARD - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,WINTER,BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"1,020,987,000",1964,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"WINTER, RED, HARD",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"634,755,000",1964,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, WINTER, RED, HARD - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"WINTER, RED, SOFT",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"222,423,000",1964,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, WINTER, RED, SOFT - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,ALL CLASSES,BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"1,315,603,000",1965,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"SPRING, (EXCL DURUM)",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"228,662,000",1965,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"SPRING, DURUM",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"69,866,000",1965,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"SPRING, RED, HARD",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"209,113,000",1965,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, SPRING, RED, HARD - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,WINTER,BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"1,017,075,000",1965,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"WINTER, RED, HARD",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"673,896,000",1965,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, WINTER, RED, HARD - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"WINTER, RED, SOFT",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"183,220,000",1965,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, WINTER, RED, SOFT - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,ALL CLASSES,BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"1,304,889,000",1966,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"SPRING, (EXCL DURUM)",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"184,880,000",1966,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"SPRING, DURUM",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"62,638,000",1966,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"SPRING, RED, HARD",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"174,738,000",1966,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, SPRING, RED, HARD - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,WINTER,BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"1,057,371,000",1966,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"WINTER, RED, HARD",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"677,004,000",1966,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, WINTER, RED, HARD - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"WINTER, RED, SOFT",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"215,003,000",1966,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, WINTER, RED, SOFT - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,ALL CLASSES,BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"1,507,598,000",1967,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"SPRING, (EXCL DURUM)",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"247,036,000",1967,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"SPRING, DURUM",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"66,443,000",1967,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"SPRING, RED, HARD",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"230,013,000",1967,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, SPRING, RED, HARD - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,WINTER,BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"1,194,119,000",1967,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"WINTER, RED, HARD",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"703,378,000",1967,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, WINTER, RED, HARD - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"WINTER, RED, SOFT",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"270,197,000",1967,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, WINTER, RED, SOFT - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,ALL CLASSES,BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"1,556,635,000",1968,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"SPRING, (EXCL DURUM)",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"239,436,000",1968,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU"
2012-01-01 00:00:00.000,00,,,ANNUAL,WHEAT,00000000,FIELD CROPS,US TOTAL,NATIONAL,,NOT SPECIFIED,"SPRING, DURUM",BU,US TOTAL,,,,,ALL PRODUCTION PRACTICES,9000,,,,99,"99,644,000",1968,ALL UTILIZATION PRACTICES,,US,TOTAL,,YEAR,SURVEY,PRODUCTION,UNITED STATES,00,CROPS,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU"
