Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Value
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","1986","1986","12920.4"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","1987","1987","14936.3"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","1988","1988","15749.5"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","1989","1989","15649.2"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","1990","1990","15675.1"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","1991","1991","16394.8"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","1992","1992","16524.3"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","1993","1993","15533.8"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","1994","1994","17150.5"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","1995","1995","16894.4"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","1996","1996","17199.7"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","1997","1997","18950.9"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","1998","1998","15925.6"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","1999","1999","17778.7"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2000","2000","19140.1"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2001","2001","19013.5"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2002","2002","19691"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2003","2003","17730.4"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2004","2004","19074.2"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2005","2005","19680.3"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2006","2006","19671.6"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2007","2007","17868.5"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2008","2008","20469.6"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2009","2009","20213.9"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2010","2010","20919.4"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2011","2011","23415.2"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2012","2012","22861"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2013","2013","23242.1"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2014","2014","23587.3"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2015","2015","22421.6"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2016","2016","20112.4"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2017","2017","21642.5"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2018","2018","23614.1"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2019","2019","23026.2"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2020","2020","23912.1"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2021","2021","24553.4"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2022","2022","25378.4"
"QCL","Crops and livestock products","356","India","5412","Yield","F1720","Roots and Tubers, Total","2023","2023","25831.7"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1961","1961","8554"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1962","1962","7877.5"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1963","1963","8634"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1964","1964","8354.8"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1965","1965","8743.8"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1966","1966","8881.4"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1967","1967","8966.1"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1968","1968","8327.4"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1969","1969","9224.8"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1970","1970","9752.5"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1971","1971","8453.3"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1972","1972","8048.2"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1973","1973","8086.7"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1974","1974","9590.6"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1975","1975","10073.9"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1976","1976","9592.5"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1977","1977","10038.8"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1978","1978","11049"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1979","1979","10381.5"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1980","1980","9601.8"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1981","1981","7454.3"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1982","1982","7578.3"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1983","1983","7367.7"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1984","1984","7739.8"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1985","1985","8574.4"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1986","1986","8494.8"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1987","1987","8978.3"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1988","1988","10430.6"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1989","1989","10209.5"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1990","1990","10883.3"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1991","1991","10017.1"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1992","1992","10573.4"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1993","1993","10561.3"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1994","1994","10573.9"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1995","1995","10119.5"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1996","1996","10116.7"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1997","1997","10760.2"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1998","1998","9710.4"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","1999","1999","8659.2"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2000","2000","8704.3"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2001","2001","8582.4"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2002","2002","8782.8"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2003","2003","9203.1"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2004","2004","9701.4"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2005","2005","9854.8"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2006","2006","10526.8"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2007","2007","9137.5"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2008","2008","10030.5"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2009","2009","9466.6"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2010","2010","10350.5"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2011","2011","8141.4"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2012","2012","6922.4"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2013","2013","6423.5"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2014","2014","7131.6"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2015","2015","6872.6"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2016","2016","8247.2"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2017","2017","8280.7"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2018","2018","8734.2"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2019","2019","6281.4"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2020","2020","6282.1"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2021","2021","6374.7"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2022","2022","6534.1"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","F1720","Roots and Tubers, Total","2023","2023","6708"
"QCL","Crops and livestock products","840","United States of America","5412","Yield","F1720","Roots and Tubers, Total","1961","1961","20728.7"
"QCL","Crops and livestock products","840","United States of America","5412","Yield","F1720","Roots and Tubers, Total","1962","1962","20393.2"
