Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Value
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","2.7"
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","5.1"
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","7.2"
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","5.2"
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","2.9"
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","1"
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","0.9"
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","1.2"
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","1.5"
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","3.5"
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","7.5"
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","9.9"
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","8"
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","3.8"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","1.6"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","1.2"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","0.9"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","0.7"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","0.7"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","1"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","1.6"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","2.3"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","2.7"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","1.5"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","1.5"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","1.3"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","1"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","1"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","1.3"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","1.5"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","2.1"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","2.6"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","1.6"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","0.9"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","<0.5"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","<0.5"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","<0.5"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","0.7"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","1.6"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","2.4"
"FS","Suite of Food Security Indicators","250","France","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","2.8"
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024",""
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","11"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","12.3"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","13.6"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","15.1"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","17.3"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","19.8"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","21.3"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","22.6"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","24.3"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","12.1"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","13.9"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","14.7"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","15.3"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","16.9"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","19.5"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","21"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","22.6"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","24.2"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","10"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","10.7"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","12.5"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","14.8"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","17.8"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","20"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","21.5"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","22.6"
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","24.4"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","1.1"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","1"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","0.9"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","0.8"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","0.8"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","0.7"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","0.7"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","0.8"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","1"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","1.1"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","0.9"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","0.9"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","0.7"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","0.7"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","0.7"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","0.6"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","0.7"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","0.7"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","1"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","1"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","0.9"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","0.9"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","0.8"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","0.8"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","0.9"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","1"
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","1.2"
