Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Value
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1982","1982","3050","FAO TIER 1","297466.4861"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1983","1983","3050","FAO TIER 1","295763.7556"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1984","1984","3050","FAO TIER 1","306112.1206"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1985","1985","3050","FAO TIER 1","307519.0681"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1986","1986","3050","FAO TIER 1","318716.3092"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1987","1987","3050","FAO TIER 1","327501.7793"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1988","1988","3050","FAO TIER 1","334980.6591"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1989","1989","3050","FAO TIER 1","343966.7202"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1990","1990","3050","FAO TIER 1","357782.7546"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1991","1991","3050","FAO TIER 1","369505.5944"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1992","1992","3050","FAO TIER 1","375855.0984"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1993","1993","3050","FAO TIER 1","377429.2539"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1994","1994","3050","FAO TIER 1","385678.9957"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1995","1995","3050","FAO TIER 1","392115.6714"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1996","1996","3050","FAO TIER 1","373147.6818"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1997","1997","3050","FAO TIER 1","381430.768"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1998","1998","3050","FAO TIER 1","392255.4327"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1999","1999","3050","FAO TIER 1","394525.8846"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2000","2000","3050","FAO TIER 1","399568.4432"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2001","2001","3050","FAO TIER 1","418062.187"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2002","2002","3050","FAO TIER 1","443020.6464"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2003","2003","3050","FAO TIER 1","462096.2976"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2004","2004","3050","FAO TIER 1","486336.4688"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2005","2005","3050","FAO TIER 1","491678.0838"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2006","2006","3050","FAO TIER 1","482500.9843"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2007","2007","3050","FAO TIER 1","491227.1409"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2008","2008","3050","FAO TIER 1","482582.1596"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2009","2009","3050","FAO TIER 1","482687.5881"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2010","2010","3050","FAO TIER 1","513388.2057"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2011","2011","3050","FAO TIER 1","510970.0675"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2012","2012","3050","FAO TIER 1","511807.5092"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2013","2013","3050","FAO TIER 1","507577.5122"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2014","2014","3050","FAO TIER 1","516613.738"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2015","2015","3050","FAO TIER 1","519260.9639"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2016","2016","3050","FAO TIER 1","521248.969"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2017","2017","3050","FAO TIER 1","524558.0792"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2018","2018","3050","FAO TIER 1","514228.4699"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2019","2019","3050","FAO TIER 1","525923.2711"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2020","2020","3050","FAO TIER 1","538605.7739"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2021","2021","3050","FAO TIER 1","554230.7879"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2022","2022","3050","FAO TIER 1","574133.2522"
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2023","2023","3050","FAO TIER 1","581948.7618"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1961","1961","3050","FAO TIER 1","74632.6466"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1962","1962","3050","FAO TIER 1","77461.3069"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1963","1963","3050","FAO TIER 1","76675.5206"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1964","1964","3050","FAO TIER 1","76227.5356"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1965","1965","3050","FAO TIER 1","77214.4248"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1966","1966","3050","FAO TIER 1","78469.5973"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1967","1967","3050","FAO TIER 1","81478.583"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1968","1968","3050","FAO TIER 1","83463.7161"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1969","1969","3050","FAO TIER 1","82617.2174"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1970","1970","3050","FAO TIER 1","84095.9503"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1971","1971","3050","FAO TIER 1","85232.2703"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1972","1972","3050","FAO TIER 1","85972.1243"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1973","1973","3050","FAO TIER 1","89626.5904"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1974","1974","3050","FAO TIER 1","90837.5829"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1975","1975","3050","FAO TIER 1","92210.9615"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1976","1976","3050","FAO TIER 1","92701.5519"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1977","1977","3050","FAO TIER 1","92588.8093"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1978","1978","3050","FAO TIER 1","93680.7594"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1979","1979","3050","FAO TIER 1","94940.7512"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1980","1980","3050","FAO TIER 1","95146.5162"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1981","1981","3050","FAO TIER 1","95082.0336"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1982","1982","3050","FAO TIER 1","94901.8897"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1983","1983","3050","FAO TIER 1","95660.9346"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1984","1984","3050","FAO TIER 1","96441.0728"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1985","1985","3050","FAO TIER 1","94914.1813"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1986","1986","3050","FAO TIER 1","94859.62"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1987","1987","3050","FAO TIER 1","91207.9551"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1988","1988","3050","FAO TIER 1","89083.4363"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1989","1989","3050","FAO TIER 1","88998.8434"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1990","1990","3050","FAO TIER 1","89100.318"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1991","1991","3050","FAO TIER 1","87911.2774"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1992","1992","3050","FAO TIER 1","84122.5139"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1993","1993","3050","FAO TIER 1","83508.0166"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1994","1994","3050","FAO TIER 1","83957.3913"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1995","1995","3050","FAO TIER 1","84430.0249"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1996","1996","3050","FAO TIER 1","85448.6274"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1997","1997","3050","FAO TIER 1","84501.5161"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1998","1998","3050","FAO TIER 1","84199.5487"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1999","1999","3050","FAO TIER 1","84251.9653"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2000","2000","3050","FAO TIER 1","85831.654"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2001","2001","3050","FAO TIER 1","85823.78"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2002","2002","3050","FAO TIER 1","83514.553"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2003","2003","3050","FAO TIER 1","81668.3916"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2004","2004","3050","FAO TIER 1","81291.8083"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2005","2005","3050","FAO TIER 1","79813.1055"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2006","2006","3050","FAO TIER 1","79476.825"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2007","2007","3050","FAO TIER 1","81145.2144"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2008","2008","3050","FAO TIER 1","80288.1495"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2009","2009","3050","FAO TIER 1","78351.6059"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2010","2010","3050","FAO TIER 1","78292.744"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2011","2011","3050","FAO TIER 1","76212.5495"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2012","2012","3050","FAO TIER 1","76514.3404"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2013","2013","3050","FAO TIER 1","77473.5768"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2014","2014","3050","FAO TIER 1","77894.1099"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2015","2015","3050","FAO TIER 1","78572.1355"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2016","2016","3050","FAO TIER 1","76963.9852"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2017","2017","3050","FAO TIER 1","77608.0781"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2018","2018","3050","FAO TIER 1","75584.4345"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2019","2019","3050","FAO TIER 1","74069.0989"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2020","2020","3050","FAO TIER 1","72588.7789"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2021","2021","3050","FAO TIER 1","71046.7113"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2022","2022","3050","FAO TIER 1","67851.9897"
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2023","2023","3050","FAO TIER 1","67093.9637"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1961","1961","3050","FAO TIER 1","423836.6535"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1962","1962","3050","FAO TIER 1","423987.9967"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1963","1963","3050","FAO TIER 1","423646.025"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1964","1964","3050","FAO TIER 1","428950.0226"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1965","1965","3050","FAO TIER 1","425410.3044"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1966","1966","3050","FAO TIER 1","433576.0499"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1967","1967","3050","FAO TIER 1","438711.7067"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1968","1968","3050","FAO TIER 1","445254.952"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1969","1969","3050","FAO TIER 1","450870.091"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1970","1970","3050","FAO TIER 1","451683.9492"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1971","1971","3050","FAO TIER 1","457644.5746"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1972","1972","3050","FAO TIER 1","458295.8216"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1973","1973","3050","FAO TIER 1","463604.4493"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1974","1974","3050","FAO TIER 1","465073.4082"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1975","1975","3050","FAO TIER 1","478896.8867"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1976","1976","3050","FAO TIER 1","478763.7392"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1977","1977","3050","FAO TIER 1","490986.524"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1978","1978","3050","FAO TIER 1","500407.5947"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1979","1979","3050","FAO TIER 1","504942.5533"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1980","1980","3050","FAO TIER 1","514828.1636"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1981","1981","3050","FAO TIER 1","525543.8851"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1982","1982","3050","FAO TIER 1","526826.6301"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1983","1983","3050","FAO TIER 1","547626.9376"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1984","1984","3050","FAO TIER 1","557197.3327"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1985","1985","3050","FAO TIER 1","563956.0179"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1986","1986","3050","FAO TIER 1","574766.1649"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1987","1987","3050","FAO TIER 1","564959.1656"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1988","1988","3050","FAO TIER 1","587919.9421"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1989","1989","3050","FAO TIER 1","594681.9079"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1990","1990","3050","FAO TIER 1","603451.1517"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1991","1991","3050","FAO TIER 1","610851.4236"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1992","1992","3050","FAO TIER 1","617230.038"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1993","1993","3050","FAO TIER 1","624010.3564"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1994","1994","3050","FAO TIER 1","631741.7412"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1995","1995","3050","FAO TIER 1","636077.8301"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1996","1996","3050","FAO TIER 1","643556.4007"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1997","1997","3050","FAO TIER 1","648532.9694"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1998","1998","3050","FAO TIER 1","655906.2058"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1999","1999","3050","FAO TIER 1","659419.0273"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2000","2000","3050","FAO TIER 1","654373.5647"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2001","2001","3050","FAO TIER 1","659390.1409"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2002","2002","3050","FAO TIER 1","643091.1121"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2003","2003","3050","FAO TIER 1","654727.661"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2004","2004","3050","FAO TIER 1","664252.3948"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2005","2005","3050","FAO TIER 1","684006.6487"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2006","2006","3050","FAO TIER 1","698597.0235"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2007","2007","3050","FAO TIER 1","716048.1918"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2008","2008","3050","FAO TIER 1","723917.8032"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2009","2009","3050","FAO TIER 1","716470.0412"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2010","2010","3050","FAO TIER 1","726102.2043"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2011","2011","3050","FAO TIER 1","736117.8765"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2012","2012","3050","FAO TIER 1","729867.0474"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2013","2013","3050","FAO TIER 1","735435.6375"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2014","2014","3050","FAO TIER 1","737747.6548"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2015","2015","3050","FAO TIER 1","741140.3571"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2016","2016","3050","FAO TIER 1","743815.521"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2017","2017","3050","FAO TIER 1","748889.8685"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2018","2018","3050","FAO TIER 1","757748.6261"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2019","2019","3050","FAO TIER 1","766334.7539"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2020","2020","3050","FAO TIER 1","787448.724"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2021","2021","3050","FAO TIER 1","790171.4641"
