country_name,state_alpha,watershed_desc,state_fips_code,domain_desc,asd_code,reference_period_desc,domaincat_desc,Value,week_ending,source_desc,country_code,statisticcat_desc,county_code,state_ansi,sector_desc,location_desc,prodn_practice_desc,end_code,congr_district_code,agg_level_desc,unit_desc,freq_desc,util_practice_desc,asd_desc,county_ansi,short_desc,load_time,commodity_desc,CV (%),region_desc,year,class_desc,zip_5,state_name,county_name,begin_code,watershed_code,group_desc
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"4,152,243,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1970,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"5,646,260,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1971,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"5,579,832,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1972,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"5,670,712,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1973,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"4,701,402,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1974,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"5,840,757,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1975,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"6,289,169,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1976,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"6,505,041,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1977,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"7,267,927,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1978,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"7,928,139,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1979,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"6,639,396,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1980,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"8,118,650,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1981,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"8,235,101,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1982,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"4,174,251,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1983,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"7,672,130,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1984,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"8,875,453,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1985,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"8,225,764,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1986,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"7,131,300,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1987,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"4,928,681,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1988,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"7,531,953,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1989,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"7,934,028,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1990,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"7,474,765,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1991,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"9,476,698,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1992,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"6,337,730,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1993,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"10,050,520,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1994,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"7,400,051,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1995,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"9,232,557,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1996,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"9,206,832,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1997,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"9,758,685,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1998,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"9,430,612,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,1999,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"9,915,051,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,2000,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"9,502,580,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,2001,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"8,966,787,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,2002,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"10,087,292,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,2003,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"11,805,581,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,2004,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"11,112,187,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,2005,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"10,531,123,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,2006,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"13,037,875,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,CORN,,,2007,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"12,043,203,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2014-11-03 16:18:55.000,CORN,,,2008,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"13,067,156,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2014-11-03 16:18:55.000,CORN,,,2009,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"12,425,330,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2014-11-03 16:18:55.000,CORN,,,2010,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"12,313,956,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2014-11-03 16:18:55.000,CORN,,,2011,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"10,755,111,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2014-11-03 16:18:55.000,CORN,,,2012,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR - AUG FORECAST,NOT SPECIFIED,"10,778,589,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-08-10 12:59:15.000,CORN,,,2012,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR - NOV FORECAST,NOT SPECIFIED,"10,725,191,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-11-09 10:26:00.000,CORN,,,2012,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR - OCT FORECAST,NOT SPECIFIED,"10,705,729,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-10-11 11:19:07.000,CORN,,,2012,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR - SEP FORECAST,NOT SPECIFIED,"10,727,364,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2012-09-12 11:03:54.000,CORN,,,2012,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"13,830,704,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2019-02-06 15:00:06.000,CORN,,,2013,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR - AUG FORECAST,NOT SPECIFIED,"13,763,025,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2013-08-12 12:25:57.000,CORN,,,2013,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR - NOV FORECAST,NOT SPECIFIED,"13,988,720,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2013-11-08 14:14:29.000,CORN,,,2013,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR - SEP FORECAST,NOT SPECIFIED,"13,843,320,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2013-09-12 12:27:34.000,CORN,,,2013,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR,NOT SPECIFIED,"14,217,292,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2019-02-06 15:00:06.000,CORN,,,2014,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR - AUG FORECAST,NOT SPECIFIED,"14,031,915,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2014-08-12 12:00:16.000,CORN,,,2014,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
UNITED STATES,US,,99,TOTAL,,YEAR - NOV FORECAST,NOT SPECIFIED,"14,407,420,000",,SURVEY,9000,PRODUCTION,,,CROPS,US TOTAL,ALL PRODUCTION PRACTICES,00,,NATIONAL,BU,ANNUAL,GRAIN,,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2014-11-10 12:04:43.000,CORN,,,2014,ALL CLASSES,,US TOTAL,,00,00000000,FIELD CROPS
