year,kcal_supply_kcal_cap_day,gdp_pc_usd,food_prod_index,temp_change_c,k_norm,g_norm,f_norm,t_norm,FSI_geomean,FSI_lag1,dFSI,corn_production,corn_area_harvested,corn_yield_derived,corn_yield_sum_not_used,soybeans_production,soybeans_area_harvested,soybeans_yield_derived,soybeans_yield_sum_not_used,wheat_production,wheat_area_harvested,wheat_yield_derived,wheat_yield_sum_not_used,corn_production_yoy,corn_area_harvested_yoy,corn_yield_derived_yoy,soybeans_production_yoy,soybeans_area_harvested_yoy,soybeans_yield_derived_yoy,wheat_production_yoy,wheat_area_harvested_yoy,wheat_yield_derived_yoy,corn_production_lag1,corn_production_yoy_lag1,corn_area_harvested_lag1,corn_area_harvested_yoy_lag1,corn_yield_derived_lag1,corn_yield_derived_yoy_lag1,soybeans_production_lag1,soybeans_production_yoy_lag1,soybeans_area_harvested_lag1,soybeans_area_harvested_yoy_lag1,soybeans_yield_derived_lag1,soybeans_yield_derived_yoy_lag1,wheat_production_lag1,wheat_production_yoy_lag1,wheat_area_harvested_lag1,wheat_area_harvested_yoy_lag1,wheat_yield_derived_lag1,wheat_yield_derived_yoy_lag1,dFSI_lag1,corn_production_lag2,corn_production_yoy_lag2,corn_area_harvested_lag2,corn_area_harvested_yoy_lag2,corn_yield_derived_lag2,corn_yield_derived_yoy_lag2,soybeans_production_lag2,soybeans_production_yoy_lag2,soybeans_area_harvested_lag2,soybeans_area_harvested_yoy_lag2,soybeans_yield_derived_lag2,soybeans_yield_derived_yoy_lag2,wheat_production_lag2,wheat_production_yoy_lag2,wheat_area_harvested_lag2,wheat_area_harvested_yoy_lag2,wheat_yield_derived_lag2,wheat_yield_derived_yoy_lag2,FSI_lag2,dFSI_lag2,cpi_food_index,cpi_food_yoy_pct,CRUDE_PETRO,MAIZE,SOYBEANS,WHEAT_US_HRW,WHEAT_US_SRW,us_population,cpi_food_index_lag1,cpi_food_index_lag2,cpi_food_index_yoy_pct,cpi_food_yoy_pct_lag1,cpi_food_yoy_pct_lag2,cpi_food_yoy_pct_yoy_pct,CRUDE_PETRO_lag1,CRUDE_PETRO_lag2,CRUDE_PETRO_yoy_pct,MAIZE_lag1,MAIZE_lag2,MAIZE_yoy_pct,SOYBEANS_lag1,SOYBEANS_lag2,SOYBEANS_yoy_pct,WHEAT_US_HRW_lag1,WHEAT_US_HRW_lag2,WHEAT_US_HRW_yoy_pct,WHEAT_US_SRW_lag1,WHEAT_US_SRW_lag2,WHEAT_US_SRW_yoy_pct,us_population_lag1,us_population_lag2,us_population_yoy_pct
1980,3178.0,12430.713127,60.82,0.413,0.3298969072164948,0.1576363854684192,0.3784253184098803,0.7167352537722909,0.3446223312179581,0.383828658989877,-0.0392063277719189,6639396000.0,82260000.0,80.7123267687819,457.4,1797543000.0,67813000.0,26.50735109787209,133.5,7034407000.0,142250000.0,49.4510158172232,118.0,-0.1625530278921699,0.0232743285772929,-0.1816007216031142,-0.2048609590540836,-0.0359666207014201,-0.1751955295057249,0.1173660469355539,0.1388381849040894,-0.0188544239671044,7928139000.0,0.0908391072172298,80389000.0,-0.0020483154157459,98.62218711515256,0.0930780758896591,2260665000.0,0.2097178119752519,70343000.0,0.1049275089141259,32.137739362836385,0.0948390751539341,6295526000.0,0.2122530734161537,124908000.0,0.1054783609168953,50.401303359272426,0.0965868860683762,0.046903306307468,7267927000.0,0.1172761247776916,80554000.0,-0.0046213918544879,90.22428433100777,0.1224634683055625,1868754000.0,0.0574259577075789,63663000.0,0.1008646031471554,29.3538476037887,-0.0394586630490002,5193244000.0,-0.1425503709414017,112990000.0,-0.1528206820022193,45.96197893618904,0.0121229482854518,0.336925352682409,0.0486392372347214,88.35833333333333,7.995518435526572,36.86874993642,125.2625,296.22916666667,172.72666666667,168.30166666667,,81.81666666666668,73.83333333333333,7.995518435526572,10.812641083521468,10.52894211576847,-26.053973550349408,30.9645832777,12.91666666667,19.06748302009944,115.5225,100.7425,8.43125798004718,297.75,268.33333333333,-0.5107752588849768,160.29333333333,127.745,7.756612876397617,156.31,,7.671720725910047,,,
1981,3218.0,13811.449871,65.92,0.873,0.3711340206185567,0.1875934424700862,0.4768429177923581,0.4012345679012346,0.3397273602742713,0.3446223312179581,-0.0048949709436867,8118650000.0,82831000.0,98.0146322029192,538.5,1989110000.0,66163000.0,30.06378187204329,154.0,8173031000.0,161284000.0,50.67477865132313,133.4,0.2227994835674811,0.0069414053002674,0.214370048871087,0.1065715813196123,-0.0243316178313892,0.1341677167554673,0.1618649589084055,0.1338066783831283,0.0247469705900148,6639396000.0,-0.1625530278921699,82260000.0,0.0232743285772929,80.7123267687819,-0.1816007216031142,1797543000.0,-0.2048609590540836,67813000.0,-0.0359666207014201,26.50735109787209,-0.1751955295057249,7034407000.0,0.1173660469355539,142250000.0,0.1388381849040894,49.4510158172232,-0.0188544239671044,-0.0392063277719189,7928139000.0,0.0908391072172298,80389000.0,-0.0020483154157459,98.62218711515256,0.0930780758896591,2260665000.0,0.2097178119752519,70343000.0,0.1049275089141259,32.137739362836385,0.0948390751539341,6295526000.0,0.2122530734161537,124908000.0,0.1054783609168953,50.401303359272426,0.0965868860683762,0.383828658989877,0.046903306307468,94.81666666666666,7.309252098462693,35.48499965668,130.78083333333,288.41666666667,174.96,154.58666666667,,88.35833333333333,81.81666666666668,7.309252098462693,7.995518435526572,10.812641083521468,-8.583137448781109,36.86874993642,30.9645832777,-3.753179270049212,125.2625,115.5225,4.405415294545456,296.22916666667,297.75,-2.637316266966705,172.72666666667,160.29333333333,1.2929869929348523,168.30166666667,156.31,-8.149057743535748,,,
1982,3191.0,14254.173749,66.62,-0.346,0.3432989690721649,0.1971989697415796,0.4903512157468159,1.0,0.426845885348353,0.3397273602742713,0.0871185250740816,8235101000.0,80971000.0,101.70432624025884,569.6,2190297000.0,69442000.0,31.5413870568244,161.2,8149038000.0,155874000.0,52.279648947226605,140.2,0.014343640876254,-0.0224553609155992,0.0376443185509613,0.1011442303341695,0.0495594214288953,0.049149012290633,-0.0029356306124374,-0.033543314897944,0.0316700011047784,8118650000.0,0.2227994835674811,82831000.0,0.0069414053002674,98.0146322029192,0.214370048871087,1989110000.0,0.1065715813196123,66163000.0,-0.0243316178313892,30.06378187204329,0.1341677167554673,8173031000.0,0.1618649589084055,161284000.0,0.1338066783831283,50.67477865132313,0.0247469705900148,-0.0048949709436867,6639396000.0,-0.1625530278921699,82260000.0,0.0232743285772929,80.7123267687819,-0.1816007216031142,1797543000.0,-0.2048609590540836,67813000.0,-0.0359666207014201,26.50735109787209,-0.1751955295057249,7034407000.0,0.1173660469355539,142250000.0,0.1388381849040894,49.4510158172232,-0.0188544239671044,0.3446223312179581,-0.0392063277719189,98.08333333333331,3.445245210054493,32.64722212685,109.2625,244.60416666667,160.355,132.55166666667,,94.81666666666666,88.35833333333333,3.4452452100544706,7.309252098462693,7.995518435526572,-52.864600048764096,35.48499965668,36.86874993642,-7.9971186622114,130.78083333333,125.2625,-16.45373621261822,288.41666666667,296.22916666667,-15.19069633054012,174.96,172.72666666667,-8.34762231367171,154.58666666667,168.30166666667,-14.25414007245096,,,
1983,3230.0,15334.375883,57.69,0.548,0.3835051546391753,0.2206354988570533,0.3180239289849478,0.6241426611796982,0.3599959089521051,0.426845885348353,-0.0668499763962479,4174251000.0,59287000.0,70.40752610184357,429.5,1635772000.0,62525000.0,26.16188724510196,130.5,7186493000.0,122780000.0,58.53146277895423,142.2,-0.4931147778272543,-0.2677995825665979,-0.3077233908828449,-0.2531734280784752,-0.0996083062123786,-0.1705536856023572,-0.1181176232090217,-0.2123125088212274,0.1195840820950978,8235101000.0,0.014343640876254,80971000.0,-0.0224553609155992,101.70432624025884,0.0376443185509613,2190297000.0,0.1011442303341695,69442000.0,0.0495594214288953,31.5413870568244,0.049149012290633,8149038000.0,-0.0029356306124374,155874000.0,-0.033543314897944,52.279648947226605,0.0316700011047784,0.0871185250740816,8118650000.0,0.2227994835674811,82831000.0,0.0069414053002674,98.0146322029192,0.214370048871087,1989110000.0,0.1065715813196123,66163000.0,-0.0243316178313892,30.06378187204329,0.1341677167554673,8173031000.0,0.1618649589084055,161284000.0,0.1338066783831283,50.67477865132313,0.0247469705900148,0.3397273602742713,-0.0048949709436867,99.125,1.062022090059478,29.65777783924,136.01666666667,281.5875,157.415,137.30416666667,,98.08333333333331,94.81666666666666,1.0620220900595,3.445245210054493,7.309252098462693,-69.17426698801854,32.64722212685,35.48499965668,-9.156810573330198,109.2625,130.78083333333,24.486138123024823,244.60416666667,288.41666666667,15.119666127244823,160.355,174.96,-1.8334320725889477,132.55166666667,154.58666666667,3.585394374520545,,,
1984,3275.0,16868.794957,65.38,-0.23,0.4298969072164949,0.2539269136499249,0.4664222307989192,1.0,0.475021289355767,0.3599959089521051,0.1150253804036618,7672130000.0,79432000.0,96.58739550810756,532.3,1860863000.0,66113000.0,28.14670337150031,146.9,7680892000.0,133856000.0,57.38175352617738,146.2,0.8379656613845214,0.3397878118305868,0.3718333941746982,0.1376053630946122,0.0573850459816073,0.075866702876876,0.068795586386851,0.0902101319433132,-0.0196425853407954,4174251000.0,-0.4931147778272543,59287000.0,-0.2677995825665979,70.40752610184357,-0.3077233908828449,1635772000.0,-0.2531734280784752,62525000.0,-0.0996083062123786,26.16188724510196,-0.1705536856023572,7186493000.0,-0.1181176232090217,122780000.0,-0.2123125088212274,58.53146277895423,0.1195840820950978,-0.0668499763962479,8235101000.0,0.014343640876254,80971000.0,-0.0224553609155992,101.70432624025884,0.0376443185509613,2190297000.0,0.1011442303341695,69442000.0,0.0495594214288953,31.5413870568244,0.049149012290633,8149038000.0,-0.0029356306124374,155874000.0,-0.033543314897944,52.279648947226605,0.0316700011047784,0.426845885348353,0.0871185250740816,102.79166666666669,3.699033207229929,28.55749999152,135.9425,282.08333333333,152.33333333333,140.2275,,99.125,98.08333333333331,3.699033207229952,1.062022090059478,3.445245210054493,248.30096679276855,29.65777783924,32.64722212685,-3.709913310714164,136.01666666667,109.2625,-0.0545276314201759,281.5875,244.60416666667,0.1760849943019726,157.415,160.355,-3.2281972281358207,137.30416666667,132.55166666667,2.1290929505634715,,,
1985,3380.0,17952.629559,68.56,-0.023,0.5381443298969072,0.2774422543501599,0.5277884986491702,1.0,0.529825459993668,0.475021289355767,0.054804170637901,8875453000.0,82364000.0,107.75888737798068,573.6,2099056000.0,61599000.0,34.07613759963636,166.9,7159835000.0,129408000.0,55.32760725766568,147.4,0.1568434059381162,0.0369120757377379,0.1156620054924217,0.1280013628085463,-0.0682770408240436,0.2106617655952272,-0.0678380844308187,-0.0332297394214678,-0.0357978998940632,7672130000.0,0.8379656613845214,79432000.0,0.3397878118305868,96.58739550810756,0.3718333941746982,1860863000.0,0.1376053630946122,66113000.0,0.0573850459816073,28.14670337150031,0.075866702876876,7680892000.0,0.068795586386851,133856000.0,0.0902101319433132,57.38175352617738,-0.0196425853407954,0.1150253804036618,4174251000.0,-0.4931147778272543,59287000.0,-0.2677995825665979,70.40752610184357,-0.3077233908828449,1635772000.0,-0.2531734280784752,62525000.0,-0.0996083062123786,26.16188724510196,-0.1705536856023572,7186493000.0,-0.1181176232090217,122780000.0,-0.2123125088212274,58.53146277895423,0.1195840820950978,0.3599959089521051,-0.0668499763962479,104.26666666666668,1.434941224158881,27.18333333333,112.23333333333,224.41666666667,135.82833333333,128.66,,102.79166666666669,99.125,1.434941224158881,3.699033207229929,1.062022090059478,-61.20766849688661,28.55749999152,29.65777783924,-4.811929120539437,135.9425,136.01666666667,-17.440584560876836,282.08333333333,281.5875,-20.44313146233171,152.33333333333,157.415,-10.834792122538529,140.2275,137.30416666667,-8.249095220267066,,,
1986,3352.0,18772.533403,66.04,0.587,0.5092783505154639,0.295231240047345,0.4791586260131224,0.5973936899862826,0.4554748136362513,0.529825459993668,-0.0743506463574167,8225764000.0,75325000.0,109.20363757052772,598.0,1942558000.0,58312000.0,33.31317739058856,166.39999999999998,6173803000.0,121376000.0,50.865105127867125,135.9,-0.0732006580396516,-0.0854620950900879,0.0134072486055461,-0.0745563720072261,-0.0533612558645432,-0.0223898675956032,-0.1377171401296258,-0.0620672601384767,-0.0806559753964348,8875453000.0,0.1568434059381162,82364000.0,0.0369120757377379,107.75888737798068,0.1156620054924217,2099056000.0,0.1280013628085463,61599000.0,-0.0682770408240436,34.07613759963636,0.2106617655952272,7159835000.0,-0.0678380844308187,129408000.0,-0.0332297394214678,55.32760725766568,-0.0357978998940632,0.054804170637901,7672130000.0,0.8379656613845214,79432000.0,0.3397878118305868,96.58739550810756,0.3718333941746982,1860863000.0,0.1376053630946122,66113000.0,0.0573850459816073,28.14670337150031,0.075866702876876,7680892000.0,0.068795586386851,133856000.0,0.0902101319433132,57.38175352617738,-0.0196425853407954,0.475021289355767,0.1150253804036618,107.25,2.8612531969309574,14.35,87.55833333333,208.41666666667,114.91666666667,118.38916666667,,104.26666666666668,102.79166666666669,2.861253196930935,1.434941224158881,3.699033207229929,99.39863380872184,27.18333333333,28.55749999152,-47.21030042917808,112.23333333333,135.9425,-21.98544698544763,224.41666666667,282.08333333333,-7.129595246936393,135.82833333333,152.33333333333,-15.395658735899854,128.66,140.2275,-7.982926576503968,,,
1987,3450.0,19723.7144,65.37,0.915,0.6103092783505155,0.3158684711993765,0.4662292551138557,0.3724279835390945,0.427734735061787,0.4554748136362513,-0.0277400785744643,7131300000.0,65499000.0,108.87647139650988,600.7,1937722000.0,57172000.0,33.89284964668019,170.9,6230438000.0,111890000.0,55.68359996425061,139.4,-0.1330531729332375,-0.1304480584135413,-0.0029959274369734,-0.0024895009569855,-0.0195500068596515,0.0174006895012662,0.0091734381547321,-0.0781538360137094,0.0947308537783572,8225764000.0,-0.0732006580396516,75325000.0,-0.0854620950900879,109.20363757052772,0.0134072486055461,1942558000.0,-0.0745563720072261,58312000.0,-0.0533612558645432,33.31317739058856,-0.0223898675956032,6173803000.0,-0.1377171401296258,121376000.0,-0.0620672601384767,50.865105127867125,-0.0806559753964348,-0.0743506463574167,8875453000.0,0.1568434059381162,82364000.0,0.0369120757377379,107.75888737798068,0.1156620054924217,2099056000.0,0.1280013628085463,61599000.0,-0.0682770408240436,34.07613759963636,0.2106617655952272,7159835000.0,-0.0678380844308187,129408000.0,-0.0332297394214678,55.32760725766568,-0.0357978998940632,0.529825459993668,0.054804170637901,111.88333333333333,4.320124320124319,18.14583333333,75.69666666667,215.75,112.89583333333,112.10166666667,,107.25,104.26666666666668,4.320124320124319,2.8612531969309574,1.434941224158881,50.98713824970746,14.35,27.18333333333,26.45180023226481,87.55833333333,112.23333333333,-13.547159036825484,208.41666666667,224.41666666667,3.518592562973155,114.91666666667,135.82833333333,-1.7585206671558495,118.38916666667,128.66,-5.310874446563796,,,
1988,3458.0,21081.24241,60.36,0.476,0.6185567010309279,0.3453219815471315,0.3695484368969509,0.673525377229081,0.4801835394388999,0.427734735061787,0.0524488043771129,4928681000.0,66551000.0,74.05870685639584,404.1,1548841000.0,57373000.0,26.99599114566085,131.9,5391772000.0,106378000.0,50.685028859350616,108.5,-0.3088664058446566,0.0160613139131895,-0.3197914489072094,-0.2006897790291899,0.0035157069894353,-0.2034900745352758,-0.1346078718703243,-0.0492626686924658,-0.0897673840775264,7131300000.0,-0.1330531729332375,65499000.0,-0.1304480584135413,108.87647139650988,-0.0029959274369734,1937722000.0,-0.0024895009569855,57172000.0,-0.0195500068596515,33.89284964668019,0.0174006895012662,6230438000.0,0.0091734381547321,111890000.0,-0.0781538360137094,55.68359996425061,0.0947308537783572,-0.0277400785744643,8225764000.0,-0.0732006580396516,75325000.0,-0.0854620950900879,109.20363757052772,0.0134072486055461,1942558000.0,-0.0745563720072261,58312000.0,-0.0533612558645432,33.31317739058856,-0.0223898675956032,6173803000.0,-0.1377171401296258,121376000.0,-0.0620672601384767,50.865105127867125,-0.0806559753964348,0.4554748136362513,-0.0743506463574167,116.55,4.171011470281538,14.71805555556,106.89083333333,303.5,145.19916666667,140.7225,,111.88333333333333,107.25,4.171011470281538,4.320124320124319,2.8612531969309574,-3.451587009849977,18.14583333333,14.35,-18.89016456176697,75.69666666667,87.55833333333,41.209432383625824,215.75,208.41666666667,40.6720741599073,112.89583333333,114.91666666667,28.61339730578272,112.10166666667,118.38916666667,25.53113988789564,,,
1989,3433.0,22505.550243,66.35,0.316,0.5927835051546392,0.3762243755961899,0.4851408722500963,0.7832647462277091,0.5395477319657368,0.4801835394388999,0.0593641925268368,7531953000.0,71389000.0,105.50579220888372,572.5,1923666000.0,59538000.0,32.30988612314824,162.0,6017625000.0,124378000.0,48.381747575937865,121.6,0.5281883733193525,0.0726961277817012,0.4246237436070951,0.2420035368381906,0.037735520192425,0.196840151140169,0.116075568477302,0.1692079189306059,-0.0454430299282031,4928681000.0,-0.3088664058446566,66551000.0,0.0160613139131895,74.05870685639584,-0.3197914489072094,1548841000.0,-0.2006897790291899,57373000.0,0.0035157069894353,26.99599114566085,-0.2034900745352758,5391772000.0,-0.1346078718703243,106378000.0,-0.0492626686924658,50.685028859350616,-0.0897673840775264,0.0524488043771129,7131300000.0,-0.1330531729332375,65499000.0,-0.1304480584135413,108.87647139650988,-0.0029959274369734,1937722000.0,-0.0024895009569855,57172000.0,-0.0195500068596515,33.89284964668019,0.0174006895012662,6230438000.0,0.0091734381547321,111890000.0,-0.0781538360137094,55.68359996425061,0.0947308537783572,0.427734735061787,-0.0277400785744643,124.20833333333331,6.570856570856565,17.83888888889,111.52416666667,275.0,169.235,161.26166666667,,116.55,111.88333333333333,6.570856570856565,4.171011470281538,4.320124320124319,57.536286286286334,14.71805555556,18.14583333333,21.204114371963037,106.89083333333,75.69666666667,4.334640482118179,303.5,215.75,-9.390444810543652,145.19916666667,112.89583333333,16.553699229216967,140.7225,112.10166666667,14.595510075979323,,,
1990,3493.0,23535.005277,68.41,0.676,0.654639175257732,0.3985598738497158,0.5248938633732149,0.5363511659807956,0.5205998900549095,0.5395477319657368,-0.0189478419108273,7934028000.0,73075000.0,108.57376667807048,597.2,1925947000.0,56512000.0,34.08031922423556,165.0,8066904000.0,138206000.0,58.368696004515,633.0,0.0533825689034437,0.0236170838644609,0.0290787302282286,0.0011857567789834,-0.0508246833954785,0.0547953989774079,0.340546145697015,0.1111772178359516,0.2064197539102042,7531953000.0,0.5281883733193525,71389000.0,0.0726961277817012,105.50579220888372,0.4246237436070951,1923666000.0,0.2420035368381906,59538000.0,0.037735520192425,32.30988612314824,0.196840151140169,6017625000.0,0.116075568477302,124378000.0,0.1692079189306059,48.381747575937865,-0.0454430299282031,0.0593641925268368,4928681000.0,-0.3088664058446566,66551000.0,0.0160613139131895,74.05870685639584,-0.3197914489072094,1548841000.0,-0.2006897790291899,57373000.0,0.0035157069894353,26.99599114566085,-0.2034900745352758,5391772000.0,-0.1346078718703243,106378000.0,-0.0492626686924658,50.685028859350616,-0.0897673840775264,0.4801835394388999,0.0524488043771129,132.31666666666666,6.528010734652812,22.87916666667,109.27583333333,246.75,135.5225,129.08916666667,,124.20833333333331,116.55,6.528010734652812,6.570856570856565,4.171011470281538,-0.652058612780948,17.83888888889,14.71805555556,28.25443786983317,111.52416666667,106.89083333333,-2.016005499561324,275.0,303.5,-10.272727272727275,169.235,145.19916666667,-19.92052471415488,161.26166666667,140.7225,-19.950494537862483,,,
1991,3522.0,24010.975336,67.33,0.531,0.6845360824742268,0.4088867245332446,0.5040524893863373,0.6358024691358024,0.5472670898085423,0.5205998900549095,0.0266671997536328,7474765000.0,74962000.0,99.71405512126144,540.2,1986539000.0,58011000.0,34.2441778283429,163.5,5836460000.0,115606000.0,50.48578793488228,591.5,-0.0578852255121862,0.0258227848101265,-0.0816008491535266,0.0314608865145302,0.0265253397508493,0.0048080125959033,-0.2764931874731619,-0.163524014876344,-0.1350536950300878,7934028000.0,0.0533825689034437,73075000.0,0.0236170838644609,108.57376667807048,0.0290787302282286,1925947000.0,0.0011857567789834,56512000.0,-0.0508246833954785,34.08031922423556,0.0547953989774079,8066904000.0,0.340546145697015,138206000.0,0.1111772178359516,58.368696004515,0.2064197539102042,-0.0189478419108273,7531953000.0,0.5281883733193525,71389000.0,0.0726961277817012,105.50579220888372,0.4246237436070951,1923666000.0,0.2420035368381906,59538000.0,0.037735520192425,32.30988612314824,0.196840151140169,6017625000.0,0.116075568477302,124378000.0,0.1692079189306059,48.381747575937865,-0.0454430299282031,0.5395477319657368,0.0593641925268368,135.84166666666667,2.664063484066004,19.37083333333,107.42,239.58333333333,128.665,126.11333333333,,132.31666666666666,124.20833333333331,2.664063484066004,6.528010734652812,6.570856570856565,-59.19027108941035,22.87916666667,17.83888888889,-15.334183208914164,109.27583333333,111.52416666667,-1.6983016982986987,246.75,275.0,-2.904424181021281,135.5225,169.235,-5.060045379918476,129.08916666667,161.26166666667,-2.305254120219158,,,
1992,3559.0,25116.239649,73.35,0.399,0.722680412371134,0.4328670134408376,0.6202238517946738,0.7263374485596708,0.6126986435269153,0.5472670898085423,0.0654315537183729,9476698000.0,78146000.0,121.26913725590562,627.3000000000001,2190354000.0,58233000.0,37.61362114265108,182.9,7300488000.0,125522000.0,58.16102356559009,625.9,0.2678255436792996,0.0424748539259891,0.2161689453729973,0.1025980360818488,0.0038268604230232,0.0983946331285838,0.2508417773787535,0.0857740947701676,0.1520276486613516,7474765000.0,-0.0578852255121862,74962000.0,0.0258227848101265,99.71405512126144,-0.0816008491535266,1986539000.0,0.0314608865145302,58011000.0,0.0265253397508493,34.2441778283429,0.0048080125959033,5836460000.0,-0.2764931874731619,115606000.0,-0.163524014876344,50.48578793488228,-0.1350536950300878,0.0266671997536328,7934028000.0,0.0533825689034437,73075000.0,0.0236170838644609,108.57376667807048,0.0290787302282286,1925947000.0,0.0011857567789834,56512000.0,-0.0508246833954785,34.08031922423556,0.0547953989774079,8066904000.0,0.340546145697015,138206000.0,0.1111772178359516,58.368696004515,0.2064197539102042,0.5205998900549095,-0.0189478419108273,136.82500000000002,0.7238819704312727,19.02083333333,104.24583333333,235.5,151.2,145.14166666667,,135.84166666666667,132.31666666666666,0.7238819704312727,2.664063484066004,6.528010734652812,-72.8279008829604,19.37083333333,22.87916666667,-1.8068401806843328,107.42,109.27583333333,-2.954912182712721,239.58333333333,246.75,-1.7043478260855838,128.665,135.5225,17.514475576108502,126.11333333333,129.08916666667,15.088280382730224,,,
1993,3605.0,26114.589437,67.27,0.011,0.7701030927835052,0.4545276389269644,0.5028946352759551,0.9924554183813444,0.6465085810270159,0.6126986435269153,0.0338099375001006,6337730000.0,69756000.0,90.85569700097484,543.2,1869718000.0,57307000.0,32.626345821627375,166.8,7118844000.0,125424000.0,56.75822809031765,654.3,-0.3312301394430845,-0.1073631407877562,-0.2507929135382623,-0.146385470111224,-0.0159016365291157,-0.132592267624983,-0.024881076443109,-0.0007807396312996,-0.0241191676014152,9476698000.0,0.2678255436792996,78146000.0,0.0424748539259891,121.26913725590562,0.2161689453729973,2190354000.0,0.1025980360818488,58233000.0,0.0038268604230232,37.61362114265108,0.0983946331285838,7300488000.0,0.2508417773787535,125522000.0,0.0857740947701676,58.16102356559009,0.1520276486613516,0.0654315537183729,7474765000.0,-0.0578852255121862,74962000.0,0.0258227848101265,99.71405512126144,-0.0816008491535266,1986539000.0,0.0314608865145302,58011000.0,0.0265253397508493,34.2441778283429,0.0048080125959033,5836460000.0,-0.2764931874731619,115606000.0,-0.163524014876344,50.48578793488228,-0.1350536950300878,0.5472670898085423,0.0266671997536328,140.05833333333334,2.363115902308288,16.84166666667,102.09,255.08333333333,140.23833333333,134.77416666667,,136.82500000000002,135.84166666666667,2.363115902308288,0.7238819704312727,2.664063484066004,226.4504434197189,19.02083333333,19.37083333333,-11.456736035016236,104.24583333333,107.42,-2.06802829849001,235.5,239.58333333333,8.315640481244158,151.2,128.665,-7.249779541448409,145.14166666667,126.11333333333,-7.143021186197229,,,
1994,3665.0,27449.820945,77.0,0.472,0.831958762886598,0.4834973947978039,0.6906599768429178,0.6762688614540466,0.6583698055809959,0.6465085810270159,0.0118612245539799,10050520000.0,78231000.0,128.47234472268028,668.2,2514869000.0,60809000.0,41.35685507079544,199.2,6866196000.0,123540000.0,55.57872753763963,638.4,0.5858233152879658,0.1214949251677275,0.4140262962364134,0.3450525694249079,0.061109463067339,0.2675907776074999,-0.0354900318085352,-0.0150210486031381,-0.0207811376842196,6337730000.0,-0.3312301394430845,69756000.0,-0.1073631407877562,90.85569700097484,-0.2507929135382623,1869718000.0,-0.146385470111224,57307000.0,-0.0159016365291157,32.626345821627375,-0.132592267624983,7118844000.0,-0.024881076443109,125424000.0,-0.0007807396312996,56.75822809031765,-0.0241191676014152,0.0338099375001006,9476698000.0,0.2678255436792996,78146000.0,0.0424748539259891,121.26913725590562,0.2161689453729973,2190354000.0,0.1025980360818488,58233000.0,0.0038268604230232,37.61362114265108,0.0983946331285838,7300488000.0,0.2508417773787535,125522000.0,0.0857740947701676,58.16102356559009,0.1520276486613516,0.6126986435269153,0.0654315537183729,144.08333333333334,2.873802582257401,15.88666666667,107.55,251.83333333333,149.72916666667,138.555,,140.05833333333334,136.82500000000002,2.873802582257401,2.363115902308288,0.7238819704312727,21.610733500217847,16.84166666667,19.02083333333,-5.670460168232438,102.09,104.24583333333,5.348222156920368,255.08333333333,235.5,-1.274093433518475,140.23833333333,151.2,6.7676455557849735,134.77416666667,145.14166666667,2.805310117539772,,,
1995,3580.0,28484.653041,71.51,0.641,0.7443298969072165,0.5059495560962843,0.5847163257429565,0.5603566529492455,0.5926804592473217,0.6583698055809959,-0.0656893463336741,7400051000.0,70531000.0,104.91912775942494,590.5,2174254000.0,61544000.0,35.328447939685425,179.6,6445844000.0,121910000.0,52.87379214174391,601.3,-0.2637146137712277,-0.0984264549858751,-0.1833329734419797,-0.135440454353686,0.0120870265914585,-0.1457656081596318,-0.0612205069590206,-0.0131941071717662,-0.048668537688546,10050520000.0,0.5858233152879658,78231000.0,0.1214949251677275,128.47234472268028,0.4140262962364134,2514869000.0,0.3450525694249079,60809000.0,0.061109463067339,41.35685507079544,0.2675907776074999,6866196000.0,-0.0354900318085352,123540000.0,-0.0150210486031381,55.57872753763963,-0.0207811376842196,0.0118612245539799,6337730000.0,-0.3312301394430845,69756000.0,-0.1073631407877562,90.85569700097484,-0.2507929135382623,1869718000.0,-0.146385470111224,57307000.0,-0.0159016365291157,32.626345821627375,-0.132592267624983,7118844000.0,-0.024881076443109,125424000.0,-0.0007807396312996,56.75822809031765,-0.0241191676014152,0.6465085810270159,0.0338099375001006,148.75,3.23886639676112,17.18333333333,123.4875,259.25,176.9825,167.35833333333,,144.08333333333334,140.05833333333334,3.23886639676112,2.873802582257401,2.363115902308288,12.703162588745332,15.88666666667,16.84166666667,8.161980696557269,107.55,102.09,14.818688981868888,251.83333333333,255.08333333333,2.9450694904050723,149.72916666667,140.23833333333,18.20175316543495,138.555,134.77416666667,20.78837525410846,,,
